95	1	2	3	2	6	5	4	3
96	1	3	2	1	1	7	6	5
97	1	3	2	1	1	6	5	4
98	1	3	2	1	1	7	6	5
99	1	2	3	2	5	4	3	2
100	1	1	1	5	4	3	8	7
101	1	3	2	1	1	7	6	5
102	1	1	1	5	4	3	7	6
103	1	2	3	2	6	5	4	3
104	1	1	1	5	4	3	7	6
105	1	3	2	1	1	7	6	5
106	1	3	2	1	1	6	5	4
107	1	1	1	5	4	3	8	7
108	1	2	3	2	6	5	4	3
109	1	1	1	4	3	2	2	9
110	1	2	3	2	5	4	3	2
111	1	1	1	5	4	3	8	7
112	1	2	4	3	2	1	1	1
113	1	1	1	4	3	2	2	9
114	1	1	1	4	3	2	2	8
115	1	1	1	5	4	3	8	7
116	1	1	1	5	4	3	8	7
117	1	1	1	5	4	3	8	7
118	1	1	1	5	4	3	7	6
119	1	1	1	4	3	2	2	9
120	1	2	3	2	6	5	4	3
121	1	2	3	2	6	5	4	3
122	1	1	1	5	4	3	8	7
123	1	1	1	4	3	2	2	9
124	1	1	1	4	3	2	2	9
125	1	1	1	4	3	2	2	9
126	1	1	1	4	3	2	2	9
127	1	1	1	4	3	2	2	9
128	1	1	1	4	3	2	2	9
129	1	1	1	4	3	2	2	9
130	1	1	1	4	3	2	2	9
131	1	1	1	4	3	2	2	9
132	1	1	1	4	3	2	2	9
133	1	1	1	4	3	2	2	8
134	1	1	1	4	3	2	2	9
135	1	1	1	4	3	2	2	9
136	1	1	1	5	4	3	7	6
137	1	2	3	2	5	4	3	2
138	1	1	1	5	4	3	7	6
139	1	2	3	2	6	5	4	3
140	1	1	1	5	4	3	7	6
141	1	2	3	2	5	4	3	2
142	1	1	1	5	4	3	7	6
143	1	1	1	4	3	2	2	9
144	1	3	2	1	1	6	5	4
145	1	2	3	2	5	4	3	2
146	1	2	3	2	5	4	3	2
147	1	1	1	5	4	3	7	6
148	1	1	1	4	3	2	2	9
149	1	2	4	3	2	1	1	1
150	1	2	4	3	2	1	1	1
151	1	2	4	3	2	1	1	1
152	1	2	4	3	2	1	1	1
153	1	2	4	3	2	1	1	1
154	1	2	4	3	2	1	1	1
155	1	1	1	4	3	2	2	9
156	1	2	4	3	2	1	1	1
157	1	1	1	4	3	2	2	9
158	1	1	1	4	3	2	2	9
159	1	1	1	4	3	2	2	9
160	1	1	1	4	3	2	2	8
161	1	3	2	1	1	6	5	4
162	1	1	1	4	3	2	2	9
163	1	1	1	4	3	2	2	9
164	1	1	1	4	3	2	2	9
165	1	1	1	4	3	2	2	9
166	1	1	1	4	3	2	2	9
167	1	3	2	1	1	6	5	4
168	1	2	4	3	2	1	1	1
169	1	1	1	4	3	2	2	8
170	1	2	4	3	2	1	1	1
171	1	2	4	3	2	1	1	1
172	1	1	1	5	4	3	8	7
173	1	1	1	5	4	3	8	7
174	1	1	1	5	4	3	8	7
175	1	2	3	2	5	4	3	2
176	1	2	3	2	5	4	3	2
177	1	2	3	2	6	5	4	3
178	1	1	1	5	4	3	8	7
179	1	1	1	5	4	3	8	7
180	1	1	1	4	3	2	2	8
181	1	1	1	4	3	2	2	8
